City,id,zip,lat,lon,cdd Jan,hdd Jan,cdd Feb,hdd Feb,cdd Mar,hdd Mar,cdd Apr,hdd Apr,cdd May,hdd May,cdd Jun,hdd Jun,cdd Jul,hdd Jul,cdd Aug,hdd Aug,cdd Sep,hdd Sep,cdd Oct,hdd Oct,cdd Nov,hdd Nov,cdd Dec,hdd Dec,zip,lat,lon,cdd Jan 2021,cdd Feb 2021,cdd Mar 2021,cdd Apr 2021,cdd May 2021,cdd Jun 2021,cdd Jul 2021,cdd Aug 2021,cdd Sep 2021,cdd Oct 2021,cdd Nov 2021,cdd Dec 2021,cdd Jan 2022,cdd Feb 2022,cdd Mar 2022,cdd Apr 2022,cdd May 2022,cdd Jun 2022,cdd Jul 2022,cdd Aug 2022,cdd Sep 2022,cdd Oct 2022,cdd Nov 2022,cdd Dec 2022,cdd Jan 2023,cdd Feb 2023,cdd Mar 2023,cdd Apr 2023,cdd May 2023,cdd Jun 2023,cdd Jul 2023,cdd Aug 2023,cdd Sep 2023,cdd Oct 2023,cdd Nov 2023,cdd Dec 2023,hdd Jan 2021,hdd Feb 2021,hdd Mar 2021,hdd Apr 2021,hdd May 2021,hdd Jun 2021,hdd Jul 2021,hdd Aug 2021,hdd Sep 2021,hdd Oct 2021,hdd Nov 2021,hdd Dec 2021,hdd Jan 2022,hdd Feb 2022,hdd Mar 2022,hdd Apr 2022,hdd May 2022,hdd Jun 2022,hdd Jul 2022,hdd Aug 2022,hdd Sep 2022,hdd Oct 2022,hdd Nov 2022,hdd Dec 2022,hdd Jan 2023,hdd Feb 2023,hdd Mar 2023,hdd Apr 2023,hdd May 2023,hdd Jun 2023,hdd Jul 2023,hdd Aug 2023,hdd Sep 2023,hdd Oct 2023,hdd Nov 2023,hdd Dec 2023
"PORTLAND, ME",151,04101,43.66,-70.25,0,1187,0,1067,0,914,0,591,10,304,78,94,177,12,165,2,19,147,0,436,0,733,0,1069,04101,43.66,-70.25,0,0,0,0,15,166,102,189,30,0,0,0,0,0,0,0,10,42,216,226,28,0,0,0,0,0,0,0,6,27,214,79,0,0,0,0,1150,1101,929,574,294,45,34,2,83,345,752,1022,1373,1048,908,604,297,99,0,1,173,433,654,1026,1038,1052,904,594,321,138,2,2,184,530,794,1158
"ALPENA, MI",152,49707,45.07,-83.43,0,1319,0,1248,0,1034,0,690,27,359,82,88,116,26,108,16,23,202,3,487,1,845,0,1149,49707,45.07,-83.43,0,0,0,0,34,129,123,194,13,10,0,0,0,0,0,0,41,67,108,108,56,0,3,0,0,0,0,1,7,51,118,21,0,0,0,0,1224,1313,910,651,401,59,35,3,168,335,856,1090,1579,1309,1100,799,297,115,31,18,182,529,771,1090,1155,1123,1092,621,379,89,12,27,255,596,908,1267
"DETROIT, MI",153,48224,42.41,-82.94,0,1152,0,1035,0,775,8,481,67,191,184,16,283,0,284,0,90,63,17,330,0,715,0,985,48224,42.41,-82.94,0,0,0,4,65,249,280,339,103,52,0,0,0,0,0,7,101,173,290,290,134,0,0,0,0,0,0,13,34,130,278,222,32,0,0,0,1103,1166,689,434,247,13,0,0,53,222,768,860,1379,1077,796,553,126,11,0,0,78,367,652,1003,975,863,840,456,200,23,0,0,58,402,725,1093
"FLINT, MI",154,48503,43.02,-83.69,0,1209,0,1113,0,833,7,536,48,255,141,52,209,0,192,2,45,103,13,388,0,773,0,1058,48503,43.02,-83.69,0,0,0,4,57,201,200,272,49,40,0,0,0,0,0,6,70,125,209,190,85,0,1,0,0,0,0,10,17,97,217,115,0,0,0,0,1139,1245,686,468,318,40,1,1,64,240,801,946,1453,1134,895,643,185,50,0,5,120,439,718,1051,1035,959,918,496,262,67,0,0,125,486,801,1176
"GRAND RAPIDS, MI",155,49507,42.93,-85.66,0,1181,0,1106,0,850,5,544,56,233,169,29,223,0,214,2,50,91,8,393,0,771,0,1056,49507,42.93,-85.66,0,0,0,3,58,203,223,290,65,22,0,0,0,0,0,0,82,156,228,209,80,3,0,0,0,0,0,12,27,149,219,144,6,0,0,0,1142,1236,744,499,293,28,0,0,48,272,800,937,1376,1133,891,647,195,30,0,7,116,444,721,1074,1026,948,914,486,212,29,0,0,109,464,793,1157
"HANCOCK, MI",156,49930,47.13,-88.6,0,1390,0,1383,0,1172,0,811,14,399,61,123,96,55,74,36,14,244,3,522,0,936,0,1304,49930,47.13,-88.6,0,0,0,0,17,59,108,151,18,9,0,0,0,0,0,0,13,65,133,59,25,0,0,0,0,0,0,0,13,58,46,12,0,0,0,0,1286,1421,1053,732,444,82,68,27,186,362,913,1218,1607,1511,1254,898,366,159,42,47,246,557,882,1300,1276,1218,1210,804,386,128,54,35,300,646,1013,1394
"HOUGHTON LAKE, MI",157,48630,44.32,-84.77,0,1327,0,1262,0,1039,0,643,53,253,163,77,203,21,90,20,17,208,2,475,0,818,0,1180,48630,44.32,-84.77,0,0,0,0,29,123,163,176,12,7,0,0,0,0,0,0,62,175,172,73,40,0,0,0,0,0,0,0,68,192,273,20,0,0,0,0,1277,1370,921,595,394,59,16,11,176,289,820,1097,1545,1309,1124,770,265,108,16,26,207,555,732,1167,1158,1108,1073,565,101,64,31,24,240,581,901,1275
"JACKSON, MI",158,49202,42.27,-84.41,0,1191,0,1071,0,824,7,541,49,252,150,48,215,0,191,5,49,101,10,392,0,770,0,1044,49202,42.27,-84.41,0,0,0,3,60,207,198,270,79,31,0,0,0,0,0,6,77,167,256,170,63,0,0,0,0,0,0,11,9,76,192,132,6,0,0,0,1153,1200,721,491,304,29,0,4,70,267,820,915,1403,1107,857,640,182,46,0,10,125,444,705,1052,1017,906,893,491,271,68,0,0,108,465,784,1166
"LANSING, MI",159,48915,42.74,-84.57,0,1189,0,1086,0,829,9,516,67,223,185,23,236,0,223,2,52,98,11,383,0,756,0,1040,48915,42.74,-84.57,0,0,0,2,65,226,226,327,68,30,0,0,0,0,0,5,105,181,241,230,88,3,0,0,0,0,0,19,32,148,241,113,0,0,0,0,1193,1244,739,486,296,25,0,1,56,252,777,892,1360,1099,854,596,162,11,0,4,112,410,690,1052,1014,914,895,467,211,34,0,0,125,486,802,1176
"MARQUETTE, MI",160,49855,46.55,-87.39,0,1484,0,1416,0,1200,0,813,19,433,61,159,66,83,51,72,12,294,0,579,0,992,0,1376,49855,46.55,-87.39,0,0,0,0,16,71,91,108,7,0,0,0,0,0,0,0,29,59,69,44,29,0,0,0,0,0,0,0,12,54,38,0,0,0,0,0,1385,1490,1073,746,473,92,99,52,252,431,969,1291,1738,1503,1273,892,414,201,73,85,289,610,931,1358,1330,1256,1255,802,411,185,78,78,340,695,1077,1479
"MUSKEGON, MI",161,49441,43.22,-86.25,0,1113,0,1060,0,832,3,537,60,235,157,41,226,3,214,2,57,90,15,372,1,716,0,1000,49441,43.22,-86.25,0,0,0,3,45,176,211,284,66,33,0,0,0,0,0,0,96,130,236,240,102,11,3,0,0,0,0,6,39,166,232,117,2,0,0,0,1108,1206,775,514,315,27,6,0,46,239,726,879,1283,1075,860,624,186,47,2,5,93,405,638,994,949,900,860,474,203,48,0,0,132,472,783,1128
"SAGINAW, MI",162,48602,43.42,-83.97,0,1220,0,1132,0,886,6,547,57,251,164,33,237,1,192,1,39,108,11,390,0,772,0,1068,48602,43.42,-83.97,0,0,0,2,60,206,204,273,37,30,0,0,0,0,0,2,83,166,287,185,76,2,0,0,0,0,0,14,27,119,219,118,3,0,0,0,1178,1248,769,489,286,26,2,0,75,257,790,959,1425,1153,947,646,205,31,2,4,124,437,722,1066,1056,995,943,506,261,42,0,0,126,476,805,1179
"SAULT SAINTE MARIE, MI",163,49783,46.48,-84.36,0,1397,0,1334,0,1122,0,732,21,350,75,120,96,26,88,28,8,216,3,495,0,885,0,1240,49783,46.48,-84.36,0,0,0,0,23,84,114,185,2,8,0,0,0,0,0,0,26,62,115,80,22,0,0,0,0,0,0,0,15,79,60,0,0,0,0,0,1264,1347,1019,640,369,65,22,6,156,310,863,1139,1652,1424,1200,831,348,189,32,30,190,544,821,1196,1276,1230,1146,725,332,105,25,49,302,631,970,1384
"TRAVERSE CITY, MI",164,49684,44.76,-85.7,0,1185,0,1138,0,957,8,597,53,299,127,67,188,6,172,3,44,124,12,407,1,760,0,1089,49684,44.76,-85.7,0,0,0,4,57,173,171,258,39,31,0,0,0,0,0,0,79,111,201,165,94,5,4,0,0,0,0,19,22,98,191,92,0,0,0,0,1128,1223,829,570,355,38,14,1,88,271,768,1026,1393,1181,1046,703,256,86,4,7,133,452,684,1048,1034,1009,996,519,287,78,0,0,151,497,829,1192
"ALEXANDRIA, MN",165,56308,45.87,-95.37,0,1614,0,1562,0,1166,0,774,40,231,220,19,246,8,150,1,40,137,1,506,0,1040,0,1561,56308,45.87,-95.37,0,0,0,0,41,261,283,208,49,2,0,0,0,0,0,0,23,197,288,145,70,2,0,0,0,0,0,0,56,203,168,97,0,0,0,0,1420,1641,896,646,282,16,2,3,84,400,951,1475,1849,1643,1223,859,267,36,3,0,121,508,1063,1625,1573,1403,1379,816,144,6,20,1,206,611,1105,1584
"DULUTH, MN",166,55805,46.8,-92.1,0,1588,0,1547,0,1178,0,839,7,366,69,108,104,41,73,36,14,225,0,558,0,1050,0,1531,55805,46.8,-92.1,0,0,0,0,13,103,148,152,15,0,0,0,0,0,0,0,1,48,97,57,27,0,0,0,0,0,0,0,7,56,68,11,0,0,0,0,1439,1619,981,715,380,55,42,21,153,436,1017,1431,1860,1653,1260,931,380,169,31,37,215,578,1027,1582,1464,1370,1294,870,339,101,49,50,307,661,1105,1580
"HIBBING, MN",167,55746,47.4,-92.94,0,1727,0,1683,0,1269,0,870,6,421,55,126,68,79,36,69,4,310,0,642,0,1158,0,1637,55746,47.4,-92.94,0,0,0,0,12,59,65,79,11,0,0,0,0,0,0,0,1,64,108,17,2,0,0,0,0,0,0,0,6,41,32,12,0,0,0,0,1574,1725,1029,772,446,92,56,82,275,537,1165,1562,2014,1823,1360,979,463,179,52,74,316,681,1133,1673,1593,1502,1419,858,355,108,130,51,338,708,1176,1676
"INTERNATIONAL FALLS, MN",168,56649,48.58,-93.4,0,1747,0,1713,0,1265,0,868,14,348,77,95,82,50,72,49,10,273,0,610,0,1148,0,1657,56649,48.58,-93.4,0,0,0,0,26,80,136,141,16,0,0,0,0,0,0,0,4,51,66,56,13,0,0,0,0,0,0,0,12,100,44,18,0,0,0,0,1551,1753,993,749,403,60,25,68,193,484,1109,1603,2075,1867,1382,973,395,168,46,32,275,623,1125,1622,1615,1518,1421,882,247,57,78,47,350,723,1211,1745
"MINNEAPOLIS, MN",169,55404,44.96,-93.26,0,1462,0,1380,0,963,9,607,71,163,303,6,330,2,234,0,69,83,12,409,0,901,0,1384,55404,44.96,-93.26,0,0,0,1,66,363,355,286,85,22,0,0,0,0,0,0,65,239,335,238,117,13,0,0,0,0,0,26,81,308,299,179,5,0,0,0,1321,1497,755,515,208,5,5,0,39,307,838,1263,1686,1415,1026,711,180,8,0,0,86,418,896,1458,1379,1227,1109,596,101,4,0,0,123,503,970,1430
"ROCHESTER, MN",170,55901,44.07,-92.51,0,1499,0,1427,0,984,5,633,46,219,197,20,182,7,113,3,28,137,5,476,0,948,0,1403,55901,44.07,-92.51,0,0,0,3,49,260,207,139,36,14,0,0,0,0,0,0,62,158,180,106,48,1,0,0,0,0,0,12,26,173,160,94,0,0,0,0,1366,1589,832,556,272,15,2,5,89,368,879,1252,1724,1429,1009,738,233,26,2,5,146,508,953,1484,1408,1263,1111,604,152,20,18,0,175,552,1011,1474
"SAINT CLOUD, MN",171,56303,45.57,-94.21,0,1563,0,1508,0,1089,0,705,43,222,203,23,205,7,127,6,35,161,2,507,0,1000,0,1498,56303,45.57,-94.21,0,0,0,0,40,224,224,177,42,5,0,0,0,0,0,0,33,170,206,120,64,0,0,0,0,0,0,0,56,214,184,83,0,0,0,0,1399,1608,870,626,321,26,10,9,112,409,926,1403,1811,1545,1117,766,216,30,1,3,152,508,992,1527,1478,1370,1280,723,130,14,11,7,220,605,1083,1564
"COLUMBIA, MO",172,65203,38.88,-92.4,0,967,0,891,1,537,25,288,137,86,346,1,446,0,415,0,192,16,25,235,4,594,1,848,65203,38.88,-92.4,0,0,0,26,97,356,404,462,273,50,0,4,0,0,0,25,165,349,468,443,219,25,13,0,0,0,4,23,149,334,467,340,85,0,0,0,954,1148,443,297,125,0,0,0,6,177,541,590,1113,885,544,327,86,0,0,0,30,252,592,942,835,639,625,240,46,3,0,0,12,275,648,1011
"JOPLIN, MO",173,64801,37.08,-94.5,0,854,0,802,2,485,30,252,138,88,376,1,542,0,474,0,251,6,39,168,4,528,2,724,64801,37.08,-94.5,0,0,3,23,90,357,435,488,322,63,0,7,0,0,0,33,174,422,663,513,273,53,11,0,0,0,4,35,151,348,529,420,157,0,0,0,860,1028,394,266,123,4,0,0,8,153,469,459,940,787,511,254,86,0,0,0,10,189,574,841,762,591,551,236,56,0,0,0,0,162,541,872
"KANSAS CITY, MO",174,64124,39.11,-94.54,0,983,0,951,0,598,22,318,123,95,339,2,415,0,424,0,179,15,30,224,2,618,0,902,64124,39.11,-94.54,0,0,0,34,82,367,430,463,224,39,0,0,0,0,0,17,158,350,423,437,211,51,5,0,0,0,0,14,129,301,391,372,102,0,0,0,954,1167,465,305,119,0,0,0,15,197,549,676,1106,921,619,352,107,3,0,0,24,225,641,992,888,764,711,298,58,2,0,0,5,251,665,1039
"SAINT LOUIS, MO",175,63108,38.64,-90.25,0,940,0,843,2,493,33,257,174,72,408,0,504,0,463,0,230,11,47,189,6,559,0,805,63108,38.64,-90.25,0,0,1,32,139,422,458,507,302,108,0,1,0,0,2,33,199,431,531,462,229,33,19,0,0,0,3,33,183,370,522,420,160,0,0,0,929,1078,399,262,122,0,0,0,3,140,546,556,1102,847,489,286,64,0,0,0,29,224,545,898,789,604,591,223,30,0,0,0,0,204,587,962
"SPRINGFIELD, MO",176,65806,37.21,-93.3,0,915,0,836,1,524,20,301,118,101,320,3,465,0,427,0,201,13,26,204,2,565,0,762,65806,37.21,-93.3,0,0,0,14,72,321,397,451,267,52,0,0,0,0,0,24,148,344,537,435,196,27,7,0,0,0,2,23,134,294,462,394,140,0,0,0,918,1071,436,317,144,10,0,0,15,180,528,505,1025,838,539,325,95,0,0,0,22,234,598,879,801,600,597,262,63,0,0,0,2,198,569,903
"GREENWOOD, MS",177,38930,33.51,-90.19,49,257,115,209,238,44,364,2,640,0,827,0,914,0,741,0,545,0,334,18,89,161,137,293,38930,33.51,-90.19,20,79,249,335,571,809,880,880,664,555,66,251,28,65,158,380,704,845,912,833,647,398,200,160,100,202,306,378,646,828,950,510,323,49,0,0,261,335,28,3,0,0,0,0,0,0,67,79,355,197,54,3,0,0,0,0,0,8,108,240,155,96,49,0,0,0,0,0,0,46,307,559
"JACKSON, MS",178,39203,32.31,-90.2,14,506,33,418,60,208,73,81,281,2,475,0,569,0,510,0,324,1,102,61,13,311,35,384,39203,32.31,-90.2,3,23,68,67,210,457,531,535,331,202,1,73,11,11,19,87,343,493,563,488,315,61,38,33,28,66,93,66,290,476,612,506,325,43,0,0,528,570,189,105,0,0,0,0,1,54,344,202,622,434,257,80,0,0,0,0,2,78,288,414,367,251,178,58,5,0,0,0,0,51,300,536
"MCCOMB, MS",179,39648,31.24,-90.46,15,447,42,374,70,180,88,70,284,1,482,0,555,0,492,0,341,1,130,44,15,251,41,332,39648,31.24,-90.46,6,27,79,83,227,438,532,525,355,231,4,98,15,25,34,109,369,553,574,446,316,84,41,26,25,73,98,71,257,456,559,504,352,74,0,0,462,500,158,92,0,0,0,0,0,40,259,171,528,365,204,49,0,0,0,0,3,73,276,401,352,257,178,69,3,0,0,0,0,18,218,425
"MERIDIAN, MS",180,39307,32.34,-88.8,10,514,33,401,52,210,83,85,267,4,462,0,544,0,495,0,316,2,88,68,13,303,26,379,39307,32.34,-88.8,6,22,50,67,153,396,505,469,290,180,0,55,13,15,24,121,384,541,560,496,317,35,38,22,12,63,83,62,263,450,566,520,341,49,0,0,542,555,199,105,5,0,0,0,1,61,336,207,603,386,233,77,0,0,0,0,4,97,297,435,397,261,199,72,8,0,0,0,0,47,276,495
"TUPELO, MS",181,38801,34.26,-88.73,5,591,13,490,35,248,52,124,251,14,469,0,590,0,512,0,310,2,76,92,11,387,17,498,38801,34.26,-88.73,1,7,51,50,187,420,532,534,327,174,2,36,7,4,16,68,303,544,675,542,343,40,30,15,7,29,38,38,262,443,562,460,259,15,0,0,608,647,207,136,22,0,0,0,1,62,414,272,713,502,269,123,1,0,0,0,4,107,346,559,453,320,268,114,18,0,0,0,0,106,400,664
"BILLINGS, MT",182,59102,45.76,-108.57,0,1053,0,1148,0,884,1,650,13,290,122,53,359,3,254,13,77,103,4,444,0,886,0,1276,59102,45.76,-108.57,0,0,0,4,6,251,453,222,93,12,0,0,0,0,0,0,4,70,348,351,137,0,0,0,0,0,0,0,28,46,275,189,2,0,0,0,984,1350,736,591,352,4,0,35,79,424,628,1224,1101,1079,797,755,361,86,1,5,65,391,1110,1406,1074,1015,1119,604,157,70,8,0,164,518,921,1198
"BUTTE, MT",183,59701,46.0,-112.44,0,923,0,939,0,673,7,434,75,135,282,6,630,0,380,34,185,138,21,372,0,919,1,1236,59701,46.0,-112.44,0,0,0,11,40,402,727,468,249,42,0,2,0,0,0,0,41,200,604,671,306,20,0,0,0,0,0,9,143,243,559,0,0,0,0,0,818,1116,565,379,195,1,0,3,7,197,537,1012,960,863,576,537,178,8,0,0,9,176,1090,1237,990,839,877,387,32,8,1,99,397,743,1130,1459
"CUT BANK, MT",184,59427,48.65,-112.84,0,841,0,960,0,663,16,417,80,112,248,6,592,0,357,27,170,139,31,380,1,867,1,1255,59427,48.65,-112.84,0,0,1,25,42,345,675,444,207,68,2,2,0,0,0,4,41,189,606,626,302,25,0,0,0,0,0,19,156,211,495,0,0,0,0,0,794,1226,499,378,181,0,0,7,40,270,510,1158,893,865,585,495,131,11,0,0,20,188,1030,1257,837,788,905,379,24,6,1,73,356,681,1060,1351
"GLASGOW, MT",185,59230,48.1,-106.84,0,1390,0,1314,0,1088,0,699,23,259,157,32,346,3,255,13,61,136,4,511,0,1076,0,1643,59230,48.1,-106.84,0,0,0,1,12,231,450,237,60,11,0,0,0,0,0,0,3,94,331,384,123,0,0,0,0,0,0,0,55,145,256,145,0,0,0,0,1160,1511,788,607,361,2,0,34,94,470,832,1639,1491,1171,987,747,306,73,1,3,85,452,1286,1763,1518,1259,1489,743,109,20,9,1,229,612,1109,1527
"GREAT FALLS, MT",186,59401,47.51,-111.27,0,1086,0,1202,0,959,0,745,3,395,41,138,210,11,140,40,41,198,2,530,0,981,0,1371,59401,47.51,-111.27,0,0,0,0,3,92,280,143,48,5,0,0,0,0,0,0,0,20,211,236,74,0,0,0,0,0,0,0,5,11,138,40,0,0,0,0,1039,1469,794,697,502,87,3,100,166,519,724,1376,1138,1107,881,835,450,182,3,4,149,475,1246,1477,1082,1030,1201,704,233,146,26,16,279,597,974,1259
"HAVRE, MT",187,59501,48.56,-109.73,0,1299,0,1291,0,1058,0,708,8,309,81,79,256,3,182,24,39,172,0,547,0,1063,0,1619,59501,48.56,-109.73,0,0,0,0,0,137,333,165,29,1,0,0,0,0,0,0,2,45,231,285,88,0,0,0,0,0,0,0,21,60,205,95,0,0,0,0,1131,1542,801,635,433,54,0,63,144,546,831,1621,1313,1153,928,799,350,119,3,2,121,469,1285,1812,1452,1179,1446,690,145,65,7,6,250,625,1074,1424
"HELENA, MT",188,59601,46.53,-112.21,0,1164,0,1134,0,890,0,668,6,309,89,75,308,1,189,20,41,159,0,515,0,1024,0,1338,59601,46.53,-112.21,0,0,0,0,0,170,399,171,39,1,0,0,0,0,0,0,2,48,276,330,83,0,0,0,0,0,0,0,15,48,249,66,0,0,0,0,1059,1311,782,608,398,31,0,48,113,462,749,1220,1201,1058,793,777,382,118,0,1,102,462,1302,1444,1231,1033,1094,618,147,75,3,11,261,622,1020,1350
"KALISPELL, MT",189,59901,48.19,-114.38,0,1198,0,1156,0,917,0,726,3,384,58,149,174,6,77,63,5,284,0,634,0,1028,0,1349,59901,48.19,-114.38,0,0,0,0,0,88,210,111,0,0,0,0,0,0,0,0,0,56,203,118,15,0,0,0,0,0,0,0,8,31,108,3,0,0,0,0,1081,1226,828,642,436,113,2,107,272,642,834,1283,1267,1087,842,846,517,213,4,30,226,546,1234,1467,1247,1154,1080,691,198,122,13,53,353,714,1016,1297
"LEWISTOWN, MT",190,59457,47.01,-109.34,0,1169,0,1276,0,1026,0,793,0,444,44,166,189,16,122,37,25,224,1,576,0,1020,0,1399,59457,47.01,-109.34,0,0,0,0,0,83,252,166,15,3,0,0,0,0,0,0,0,46,219,178,59,0,0,0,0,0,0,0,0,2,96,22,0,0,0,0,1134,1519,867,744,533,89,2,67,203,555,768,1375,1185,1201,982,874,520,218,4,17,160,535,1282,1537,1187,1107,1229,760,280,190,42,27,308,638,1011,1285
"MILES CITY, MT",191,59301,46.22,-105.6,0,1247,0,1245,0,976,1,679,17,282,149,38,385,4,287,9,63,104,3,492,0,1001,0,1488,59301,46.22,-105.6,0,0,0,2,12,242,488,236,57,10,0,0,0,0,0,0,2,76,364,375,124,0,0,0,0,0,0,2,38,128,303,249,9,0,0,0,1129,1463,796,615,366,2,0,23,108,485,770,1447,1325,1157,905,782,331,91,0,3,64,459,1239,1642,1287,1116,1226,639,149,21,11,0,139,532,994,1376
"MISSOULA, MT",192,59801,46.85,-113.99,0,1213,0,1077,0,834,0,648,9,314,70,94,272,0,158,25,20,190,0,542,0,1003,0,1240,59801,46.85,-113.99,0,0,0,0,0,125,313,135,12,0,0,0,0,0,0,0,0,27,258,283,49,0,0,0,0,0,0,0,27,57,245,56,0,0,0,0,1075,1127,804,607,411,73,0,61,190,540,810,1119,1323,1031,754,736,400,130,0,3,116,453,1212,1314,1241,1073,943,602,132,80,0,12,264,633,986,1288
"ASHEVILLE, NC",193,28801,35.59,-82.56,0,783,0,590,0,461,7,287,55,81,178,7,323,0,255,0,83,37,15,272,2,557,0,703,28801,35.59,-82.56,0,0,0,11,47,198,283,295,108,46,0,0,0,0,0,0,76,219,336,256,93,0,5,0,0,0,1,11,42,118,351,213,47,0,0,0,796,689,432,305,120,4,0,0,32,167,600,533,893,623,443,307,35,1,0,0,57,348,518,774,660,459,507,249,88,15,0,0,21,300,553,801
"CHARLOTTE, NC",194,28202,35.23,-80.84,2,647,4,460,16,303,48,151,170,36,353,0,507,0,449,0,240,8,51,122,9,388,1,556,28202,35.23,-80.84,0,0,12,40,156,371,475,483,237,130,0,2,7,0,16,49,229,415,526,426,243,7,26,0,0,12,19,55,126,272,519,438,241,16,0,0,696,585,297,176,53,0,0,0,3,70,457,361,745,473,282,142,17,0,0,0,22,183,338,683,499,323,329,134,38,0,0,0,0,112,370,625
"GREENSBORO, NC",195,27403,36.07,-79.82,2,759,2,554,6,393,30,203,113,70,269,2,436,0,383,0,176,15,22,180,7,469,1,653,27403,36.07,-79.82,0,0,6,34,107,293,409,422,186,66,0,2,5,0,5,27,163,338,448,373,191,0,20,0,0,6,6,30,70,176,452,355,151,0,0,0,803,687,397,217,93,0,0,0,11,90,534,442,865,568,363,210,39,0,0,0,35,252,407,780,610,407,420,182,79,6,0,0,0,197,466,737
"HATTERAS, NC",196,27943,35.22,-75.68,28,281,51,201,128,105,252,16,375,1,580,0,750,0,619,0,479,0,255,10,96,125,44,281,27943,35.22,-75.68,3,10,151,252,410,665,770,715,538,456,74,85,24,39,143,198,410,570,704,715,598,257,215,47,56,104,89,305,306,505,777,427,301,51,0,0,262,246,106,19,0,0,0,0,0,0,94,119,430,234,100,16,4,0,0,0,0,3,63,263,151,124,110,13,0,0,0,0,0,26,218,460
"HICKORY, NC",197,28601,35.77,-81.33,12,437,32,265,99,121,215,39,394,3,578,0,727,0,567,0,347,0,152,71,45,286,25,466,28601,35.77,-81.33,0,6,97,202,366,596,699,703,450,329,24,70,21,18,103,221,471,640,750,646,437,128,112,5,15,71,98,222,346,497,733,352,155,0,0,0,477,368,117,59,6,0,0,0,0,3,233,211,540,268,104,35,2,0,0,0,0,38,176,470,295,159,143,22,1,0,0,0,0,171,448,716
"NEW BERN, NC",198,28560,35.11,-77.07,5,595,8,421,27,290,67,131,173,37,352,1,523,0,462,0,283,2,60,75,13,314,10,470,28560,35.11,-77.07,0,2,28,54,171,367,461,505,277,122,0,29,10,5,26,66,264,387,563,454,296,33,40,2,5,17,26,80,85,301,546,427,275,26,0,0,660,522,300,154,52,0,0,0,0,44,393,302,679,429,261,145,27,0,0,0,7,120,247,557,445,313,310,95,33,4,0,0,0,60,301,550
"RALEIGH, NC",199,27601,35.77,-78.63,2,674,5,482,16,346,61,159,160,56,344,0,508,0,445,0,239,7,43,129,15,406,2,582,27601,35.77,-78.63,0,0,10,51,147,336,445,491,245,107,0,5,7,1,24,59,228,401,536,466,284,18,44,0,0,13,15,74,106,294,542,379,189,3,0,0,746,630,411,197,89,0,0,0,2,69,484,388,791,486,292,156,29,0,0,0,18,166,317,676,485,329,335,124,49,0,0,0,0,153,416,681
"WILMINGTON, NC",200,28403,34.21,-77.91,7,518,17,364,47,238,88,93,233,23,390,0,542,0,499,0,327,1,87,46,20,258,14,405,28403,34.21,-77.91,3,4,41,73,209,416,505,525,332,170,1,37,13,14,35,66,327,416,563,508,344,54,60,4,4,34,64,126,163,337,559,464,305,37,0,0,555,464,244,111,36,0,0,0,0,26,322,234,628,366,215,106,16,0,0,0,3,72,203,485,372,261,254,61,17,1,0,0,0,40,249,496
"BISMARCK, ND",201,58501,46.82,-100.7,0,1466,0,1411,0,1129,0,774,26,258,185,28,293,9,222,3,43,126,4,529,0,1076,0,1591,58501,46.82,-100.7,0,0,0,0,24,240,431,261,60,13,0,0,0,0,0,0,1,123,266,272,69,0,0,0,0,0,0,0,53,192,182,133,0,0,0,0,1207,1518,813,653,310,5,0,6,50,451,884,1478,1609,1385,1023,835,302,63,3,2,110,526,1242,1759,1581,1331,1551,833,161,16,25,2,217,609,1103,1537
"DEVILS LAKE, ND",202,58301,48.11,-98.87,0,1354,0,1320,0,1005,1,512,204,64,481,0,537,0,386,1,180,79,40,378,1,947,0,1535,58301,48.11,-98.87,0,0,0,2,163,529,665,556,298,81,0,0,0,0,0,0,134,365,516,512,242,39,3,0,0,0,0,0,314,550,429,90,0,0,0,0,1094,1392,663,370,106,0,0,0,0,226,698,1379,1544,1351,964,569,62,0,0,0,8,267,968,1574,1425,1218,1389,598,23,0,0,4,230,640,1175,1653
"DICKINSON, ND",203,58601,46.88,-102.78,0,1574,0,1222,0,1068,0,661,0,317,23,49,172,0,120,2,0,228,0,607,0,1075,0,1441,58601,46.88,-102.78,0,0,0,0,0,8,142,120,0,0,0,0,0,0,0,0,0,53,232,120,0,0,0,0,0,0,0,0,0,8,142,120,0,0,0,0,1566,1222,1068,661,317,49,0,2,228,607,1075,1427,1591,1222,1068,661,317,49,0,2,228,607,1075,1448,1566,1222,1068,661,317,49,0,2,228,607,1075,1448
"FARGO, ND",204,58103,46.87,-96.81,0,1663,0,1604,0,1217,0,803,59,241,226,21,233,6,158,6,32,145,5,537,0,1084,0,1642,58103,46.87,-96.81,0,0,0,0,35,218,307,224,59,13,0,0,0,0,0,0,16,159,211,126,36,1,0,0,0,0,0,0,126,300,181,125,0,0,0,0,1415,1632,896,673,286,14,0,4,73,445,961,1569,1895,1660,1225,894,318,49,8,13,153,563,1157,1735,1678,1519,1531,843,120,0,11,0,208,604,1135,1621
